1	3	2	38000	1
2	3	3	36500	1
3	19	4	40400	1
4	15	5	8900	1
5	14	6	3400	1
6	7	7	3900	1
7	17	9	18600	1
8	15	10	30300	1
9	14	13	10000	1
10	3	15	11700	1
11	10	17	28600	1
12	15	19	12100	1
13	17	23	17200	1
14	7	24	15300	1
15	11	25	42800	1
16	1	30	37000	1
17	12	31	7100	1
18	20	32	21000	1
19	19	34	20700	1
20	12	35	2700	1
21	19	38	37600	1
22	2	44	47300	1
23	3	45	3000	1
24	2	49	1600	1
25	5	51	30200	1
26	12	52	26600	1
27	13	53	48400	1
28	6	54	6600	1
29	19	55	39600	1
30	12	56	2700	1
31	8	57	17400	1
32	20	59	32300	1
33	8	62	24100	1
34	18	64	5200	1
35	2	70	14700	1
36	13	72	39600	1
37	18	74	30100	1
38	3	77	27900	1
39	6	78	44400	1
40	7	79	5300	1
41	9	80	16900	1
42	1	81	23500	1
43	13	82	34500	1
44	15	84	48400	1
45	5	86	1400	1
46	14	87	33600	1
47	12	91	39800	1
48	12	92	16200	1
49	14	93	48000	1
50	17	94	18500	1
51	6	96	6700	1
52	12	97	45800	1
53	9	100	30800	1
54	15	101	28900	1
55	15	105	11100	1
56	19	107	21800	1
57	15	109	7900	1
58	8	110	28600	1
59	11	111	48500	1
60	3	112	32700	1
61	11	115	30000	1
62	17	117	37300	1
63	3	118	4000	1
64	14	119	27000	1
65	13	121	19500	1
66	19	123	6900	1
67	7	125	39900	1
68	3	129	32900	1
69	7	133	7100	1
70	15	134	44100	1
71	17	135	26000	1
72	17	140	48200	1
73	14	142	44300	1
74	4	144	29000	1
75	9	147	27400	1
76	18	150	36000	1
77	13	151	49800	1
78	19	152	9900	1
79	18	155	2200	1
80	19	156	37800	1
81	3	161	33400	1
82	18	164	48600	1
83	19	166	19100	1
84	14	169	3200	1
85	18	172	20200	1
86	17	173	24500	1
87	15	175	32400	1
88	7	180	40100	1
89	19	184	14600	1
90	18	185	48700	1
91	2	186	12800	1
92	2	187	41800	1
93	18	189	46000	1
94	9	192	32100	1
95	13	193	11100	1
96	1	194	8200	1
97	1	195	35600	1
98	7	198	33200	1
99	13	199	8400	1
100	12	205	35200	1
101	8	210	43700	1
102	6	212	47600	1
103	6	216	3100	1
104	3	218	13500	1
105	12	219	3400	1
106	19	220	19400	1
107	12	221	39700	1
108	5	223	9100	1
109	14	224	36000	1
110	12	225	46800	1
111	12	226	5700	1
112	17	228	8100	1
113	2	231	40900	1
114	16	235	2200	1
115	7	236	5600	1
116	19	237	44500	1
117	16	238	3500	1
118	10	239	40000	1
119	15	241	49500	1
120	7	245	6400	1
121	5	247	38500	1
122	6	252	20500	1
123	20	254	6200	1
124	7	258	45400	1
125	8	259	27500	1
126	13	261	49300	1
127	19	262	47300	1
128	6	264	14300	1
129	19	267	25200	1
130	10	268	37400	1
131	12	270	41200	1
132	16	271	26200	1
133	20	272	28400	1
134	17	278	45700	1
135	4	280	9700	1
136	11	284	49900	1
137	2	285	21000	1
138	15	287	20700	1
139	6	288	39200	1
140	20	295	12700	1
141	14	296	16400	1
142	17	298	3600	1
143	4	299	13500	1
144	13	302	11200	1
145	7	304	11700	1
146	17	305	2900	1
147	14	308	1800	1
148	17	309	12000	1
149	14	312	43700	1
150	10	313	46600	1
151	10	322	4500	1
152	11	323	24500	1
153	14	325	21500	1
154	1	326	22500	1
155	15	328	8600	1
156	9	329	48900	1
157	5	331	37600	1
158	2	332	20500	1
159	1	333	7900	1
160	5	334	13100	1
161	20	336	2300	1
162	5	337	34200	1
163	10	338	9400	1
164	4	340	16200	1
165	1	341	19700	1
166	9	342	15700	1
167	10	346	18500	1
168	6	348	4000	1
169	6	351	38900	1
170	8	355	20300	1
171	5	356	45900	1
172	12	357	47800	1
173	9	359	19900	1
174	9	360	28000	1
175	1	363	30900	1
176	16	365	11700	1
177	11	370	48900	1
178	3	374	9100	1
179	2	375	26000	1
180	20	376	47500	1
181	12	377	32000	1
182	19	378	25500	1
183	8	379	10300	1
184	11	383	23800	1
185	4	384	49100	1
186	9	385	6000	1
187	2	386	23600	1
188	17	387	11300	1
189	6	388	41700	1
190	4	389	48400	1
191	17	390	12500	1
192	15	393	36600	1
193	4	394	37400	1
194	6	400	32900	1
195	17	401	10400	1
196	8	402	2800	1
197	16	408	10500	1
198	19	409	30700	1
199	17	410	17100	1
200	2	412	35700	1
201	7	414	21000	1
202	6	416	9900	1
203	18	417	14000	1
204	9	420	19100	1
205	10	424	40700	1
206	8	426	29400	1
207	8	428	39400	1
208	14	429	40200	1
209	4	431	6200	1
210	2	432	24200	1
211	20	433	2500	1
212	3	434	6700	1
213	5	441	38100	1
214	2	443	14300	1
215	9	445	43500	1
216	17	446	23100	1
217	20	448	14000	1
218	10	449	41100	1
219	2	450	8800	1
220	16	454	21700	1
221	7	457	34900	1
222	16	458	11600	1
223	16	464	7400	1
224	20	465	3700	1
225	11	467	19000	1
226	5	469	40000	1
227	20	470	7500	1
228	6	471	15400	1
229	8	473	24700	1
230	17	475	26700	1
231	15	476	35700	1
232	8	479	48600	1
233	15	481	30000	1
234	19	482	27200	1
235	5	483	2500	1
236	15	488	26200	1
237	8	489	26200	1
238	10	490	45100	1
239	11	491	24600	1
240	1	492	8100	1
241	7	493	38000	1
242	18	495	20400	1
243	19	496	34800	1
244	1	499	41400	1
245	6	500	5900	1
246	20	501	18900	1
247	10	502	45700	1
248	16	505	12700	1
249	9	507	26600	1
250	9	511	5800	1
251	12	512	32200	1
252	13	514	28700	1
253	19	515	29000	1
254	19	516	25700	1
255	10	518	39000	1
256	15	519	8300	1
257	13	520	34500	1
258	8	521	6700	1
259	15	522	35300	1
260	18	523	8900	1
261	10	525	6900	1
262	13	528	45800	1
263	19	529	24900	1
264	5	531	2800	1
265	8	532	41600	1
266	4	533	45600	1
267	8	536	9000	1
268	12	538	49800	1
269	18	539	24500	1
270	14	540	15200	1
271	15	541	31000	1
272	15	550	25500	1
273	3	555	3900	1
274	10	556	5100	1
275	11	557	32000	1
276	3	560	24700	1
277	8	561	49400	1
278	2	562	7500	1
279	3	566	17900	1
280	17	569	34400	1
281	5	570	43400	1
282	8	571	8200	1
283	8	572	39000	1
284	12	573	41600	1
285	4	574	16100	1
286	3	575	43000	1
287	12	577	28200	1
288	18	580	18500	1
289	3	585	12000	1
290	14	588	16200	1
291	15	596	14100	1
292	11	599	5700	1
293	1	593	40000	0
294	1	165	25000	0
296	17	552	40000	0
297	17	251	8000	0
298	8	162	20000	0
299	8	183	6000	0
300	11	327	30000	0
301	11	567	40000	0
302	11	283	30000	0
303	11	146	30000	0
304	5	435	30000	0
305	5	595	20000	0
306	19	396	20000	0
307	19	8	40000	0
308	19	584	5000	0
